image,blip_caption,reference_captions
2734219983_fe86a60bf9.jpg,a woman and child walking in the rain,"['A woman and child with an umbrella walk through the street in the pouring rain .', 'a woman in a colorful sari walks with a small boy who is carrying an umbrella through a busy city in the pouring rain .', 'A woman in a sari next to a boy holding a red umbrella in a rainy street', 'A woman walking in the rain with a child .', 'The lady and child walk to school in the rain .']"
2073105823_6dacade004.jpg,a man on a skateboard,"['A man in a black hoodie and jeans skateboards down a railing .', 'A man skateboards down a steep railing next to some steps .', 'a person is sliding down a brick rail on a snowboard .', 'A person walks down the brick railing near a set of steps .', 'A snowboarder rides down a handrail without snow .']"
260520547_944f9f4c91.jpg,a group of people walking on a sidewalk by the water,"['A couple walking alongside a waterfront next to a city .', 'A group of people are walking down a sidewalk beside the beach .', 'People walking down a sidewalk on a beach .', 'People walking down trail beside water', 'The man in shorts and the woman with a dress are walking on the beachfront path .']"
2976684095_ce7ccfd423.jpg,a person doing a handstant in the grass,"['A boy turning a somersault in his yard .', 'A child does cartwheels in the yard .', 'A child performing a cartwheel in a yard .', 'A kid does a tumbling move over a leaf-covered lawn near sundown .', 'A little boy is attempting to do a cartwheel .']"
2244171992_a4beb04d8e.jpg,a group of people walking down the street,"['a group of school children walking around outside in their uniforms', 'Japanese school children are going to class', 'Japanese school girls walk down the street .', 'People walk along on the street .', 'Uniformed schoolgirls are walking together on the street .']"
3019923691_3b3c5a4766.jpg,the dog is wet,"['A black dog wearing an orange collar is entangled with fishing wire .', 'A brown dog in an orange collar shaking off water .', 'A brown dog is shaking off after getting wet .', 'A wet dog shaking off the water with an orange collar .', 'The black dog wearing a red collar shakes water off .']"
103195344_5d2dc613a3.jpg,this is a sculpture,"['A man in black is sitting next to a modern art structure in front of a glass building .', 'A man sits and reads a newspaper by a sculpture outside of an office building .', 'a man sits near a large statue .', 'A man sitting in front of a metal sculpture in front of a building .', 'The man with the backpack is sitting in a buildings courtyard in front of an art sculpture reading .']"
661546153_9d30db6984.jpg,a baby in a high chair,"[""A baby is in an activity chair in a child 's playroom ."", 'A baby is in an bouncy seat with toys surrounding him .', 'A baby playing in a toy', 'a smiling baby is sitting in a white baby bouncer surrounded by toys .', 'Smilling and laughing baby in a walker with fire engine airplane mobile and other toys on the floor']"
3493255026_5fdaa52cbe.jpg,the dog is white and brown,"['A dog playing with a toy .', 'A white and brown dog is playing tug-o-war .', 'A white and brown dog playing with a black toy .', 'a white dog is tugging on a black rope', 'A white dog with brown spots is chewing on a ropey black toy .']"
408233586_f2c1be3ce1.jpg,a dog in the water,"['A brown and black dog fetching a tennis ball in a lake .', 'A dog in water with its head cocked to the side looking at a ball .', 'A dog is running through the water chasing after a ball .', 'A dog is shaking off water in a lake as a red and green tennis ball floats by .', 'A dog playing with a ball in water']"
3487820317_3728e7569e.jpg,blue sky with white clouds,"['A man drinking juice on a sunny day .', 'A man drinking orange juice while walking .', 'A man drinking orange juice while walking on a sunny day .', 'A man drinks orange juice and walks outside .', 'A man in a suit is taking a sip of something while walking outdoors .']"
2525270674_4ab536e7ec.jpg,the dog is brown and white,"['A brown and white dog with a Frisbee in his mouth .', 'A dog with his front paws off the ground holds a white Frisbee in his mouth in an RV campground .', 'A white and brown dog jumps up for a white Frisbee .', 'Dog catching Frisbee .', 'The brown and white dog is catching a Frisbee in his mouth .']"
856985136_649c0a3881.jpg,the wall is made of concrete,"['A girl touches the fountain with her foot .', 'A woman in capri jeans crouches on the edge of a fountain with her left foot kicked out to touch the falling water .', 'A young woman tries to stick her foot in a fountain .', 'Woman balancing on edge of fountain while sticking her toe in the water .', 'Young blonde woman putting her foot into a water fountain']"
3119887391_212f379797.jpg,the man is wearing a blue shirt,"['A man and a woman are smiling .', 'A man and a woman laughing .', 'A man and a woman laugh together by a white door .', 'A man and woman are apparantly laughing .', 'The man and woman are both smiling .']"
3556792157_d09d42bef7.jpg,a group of children sitting in a room,"['A bunch of children sitting in chairs and standing on wooden floors .', 'A group of children sit , stand , and kneel along a wall .', 'A group of children sitting on folding chairs and playing .', 'a young group of children sitting in a row against the wall .', 'The kids talking while sitting on a row of chairs along the wall .']"
2298077331_f9a1488067.jpg,two dogs running in the grass near a road,"['A black dog and a brown dog run along a dirt path .', 'A black dog runs with a white dog', 'Two dogs are running down a dirt path in a grassy field .', 'Two dogs run and play together on a narrow dirt path in the middle of a field .', 'Two dogs run through the grass outside .']"
3133403457_95dfe11da1.jpg,the boy is wearing a camouflage shirt,"['A child wearing big green fist gloves .', 'A young boy is posing with incredible hulk gloves on .', 'A young boys hands is wearing two giant green gloves .', 'A young boy wearing costume hands raises his arms .', 'Small barefoot child with large green toy hands .']"
491405109_798222cfd0.jpg,a little girl laying on a bed with her hands on her head,"['A girl poses with her head upside down .', 'A little girl hangs her head upside down .', 'A small girl is doing a handstand while smiling', ""A upside down girl 's face ."", 'a young girl smiling with her head upside down']"
2056042552_f59e338533.jpg,two dogs playing in the snow,"['A grey dog is jumping toward a black and white dog in the snow .', 'Two dogs playing on the beach .', 'Two dogs play on the beach .', 'Two french poodles romp on a snowy field', 'Two poodles are in the snow and one is jumping high']"
394463341_5311c53783.jpg,a woman in a green coat,"['a dog on a leash jumps over a stone wall .', 'A dog on a leash tries to get over a rock wall .', 'A dog owner watches their dog climb over the rocky outline of a walking path .', 'Dog on a red leash with a woman .', 'Grey and white dog with red harness and leash going over a stone wall .']"
3336374196_f6eaca542f.jpg,a boy on a skateboard,"['A boy is doing a skateboard trick outdoors .', 'A man wearing a red shirt , hat and brown pants is on a skateboard going down a ramp .', 'A skateboarder is performing a jump on a slope .', 'a skateboarder jumps over a highway guard rail .', 'Skateboarder jumping over a fence .']"
2621415349_ef1a7e73be.jpg,a man eating a hot dog,"['A man in a red baseball cap eats a chip .', 'a man wearing a red hat has a potato chip in his mouth', 'A man wearing sunglasses and a red cap putting a chip in his mouth .', 'A man wearing sunglasses and a red hat is opening his mouth wide and eating a chip .', 'A man with sunglasses on puts a chip in his mouth .']"
3694064560_467683205b.jpg,a man and a woman sitting on top of a chair,"['a man talks to a boy .', 'An older man is speaking to a boy while both are sitting .', 'Two boys talking while wearing unique outfits .', 'Two males in period costume are having a conversation .', 'Two people sitting on benches and looking at each other .']"
3355756569_b430a29c2a.jpg,a person doing a trick on a bike,"['A bike rider in the air with the sky as background .', 'A boy jumps on his bike .', 'A kid riding a bike jumps up and does a trick in midair .', 'A stunt biker leaps into the air beside the setting sun .', 'The person is doing a trick on a bike at dusk .']"
330849796_c575c3108a.jpg,a woman sleeping on a couch,"['A girl asleep in a bus seat', 'A woman , curled up , sleeps in her seat on a bus .', 'A woman is asleep on a chair on a bus .', 'A young lady , asleep on a train .', 'The girl is sleeping in the seat .']"
2363419943_717e6b119d.jpg,a red sign on a pole,"['A lady and her little girl are holding hands and walking up the sidewalk .', 'A mother and child run hand in hand through Chinatown in an American City .', 'a woman and a child both wearing red outfits walking up a street', 'Child in red holding the hand of person in red coat walking on sidewalk under awnings .', 'woman and little girl wearing red in Asian area']"
2838085973_42b6e9b5b1.jpg,a football player running with the ball,"['A football player prepares to throw the ball .', 'A guy with a football , a crowd watching him .', 'A man wearing a white uniform is playing football .', 'quarterback for University of Florida', 'The football player is preparing to make a play with onlookers nearby .']"
3558251719_3af5ae2d02.jpg,a man and a dog playing with a kite,"['A brown dog is standing on his back legs trying to reach something in the mans hand .', 'A man and a dog are playing in a field', 'a man and a dog stand in the grass .', 'A man holding stick and playing with a dog .', 'The man has a dog on a leash and appears to be teaching it to stand on its hind legs .']"
2252299132_14ca6e584b.jpg,a boy running on a track,"['a boy walks .', 'A boy wearing face paint walks along a red track .', 'A boy with face paint is running on a track .', 'a young boy running a race on a track with a painted face', 'Boy with a painted face is walking around a track .']"
3191135894_2b4bdabb6d.jpg,trees in the background,"['A crowd at an outdoor event .', 'A crowd is gathering on a grassy plain .', 'A smaller art festival on the edge of a forest', 'children play in grass at a crowded outdoor festival .', 'People mingling at colorful fair .']"
654130822_4aeb1f1273.jpg,the girl is wearing a swim suit,"['A close shot of a young swimmer sitting on the edge of a pool in front of others .', 'A swimmer with goggles on looking towards something out of view .', 'A young girl dressed in swimwear and goggles', 'A young girl in her swimsuit is getting ready to compete .', 'The swimmer is wearing goggles and looking into the distance .']"
3584561689_b6eb24dd70.jpg,two men playing basketball,"['A group of boys play basketball together .', 'Basketball player makes a shot as other players to try to intercept .', 'Some teenagers are scrambling for a basketball underneath the net .', 'These people are playing basketball outdoors .', 'two men playing basketball under a blue sky']"
510531976_90bbee22a2.jpg,the boy is doing a handstant,"['A boy in a white tracksuit is break dancing on the ground in front of a colorful wall .', 'A city break dancer starts to spin .', 'A man balances on his forearms while a child watches in front of a colorful background .', 'Children watch a man doing dance moves .', 'The break dancer is wearing a white shirt and grey pants .']"
3175712926_5a470d0886.jpg,the bird is flying,"['A bird is flying through the air .', 'A blue heron flying .', 'A gray egret takes flight .', 'A large bird is in mid flight .', 'A pelican flies through the air in front of trees .']"
502115726_927dd684d3.jpg,a young boy sitting on a wooden bench,"['A boy in a striped shirt straddles two railings .', 'A boy in a striped shirt straddling the sides of a playground bridge .', 'A boy straddles a bridge on a play set outside .', 'The boy is on top of the railings .', 'The child in the striped shirt balanced between the wooden railings .']"
1007129816_e794419615.jpg,the man is wearing a hat,"['A man in an orange hat starring at something .', 'A man wears an orange hat and glasses .', 'A man with gauges and glasses is wearing a Blitz hat .', 'A man with glasses is wearing a beer can crocheted hat .', 'The man with pierced ears is wearing glasses and an orange hat .']"
3287969199_08e775d896.jpg,the bird is flying,"['A bird flying over the water .', 'A blue bird flying over water .', 'A gray bird is flying over the water .', 'A large bird spreading his wings in flight over a body of water .', 'A large gray bird begins to land in the water .']"
2693425189_47740c22ed.jpg,a young boy playing in a pool with a tennis racket,"['A boy holding a large foam wand waves it near a swimming pool .', 'A boy plays with a foam noodle toy by a pool .', 'a boy plays with a noodle by the pool .', 'A child with a water noodle .', 'A little boy wearing blue shorts is holding a yellow noodle over a pool .']"
3097196395_ec06075389.jpg,two dogs running in the dirt,"['Two dogs are racing on a ractrack .', 'two dogs race across the track .', 'Two greyhounds race', 'Two greyhounds with muzzles race along the inside curb of a railed dirt track .', 'Two racing dogs run around a track .']"
1177994172_10d143cb8d.jpg,two young boys playing with a water hose,"['Two blonde boys , one in a camouflage shirt and the other in blue , are having a water fight .', 'Two boys are squirting water guns at each other .', 'Two boys spraying each other with water', 'Two children wearing jeans squirt water at each other .', 'Two young boys are squirting water at each other .']"
2073964624_52da3a0fc4.jpg,a woman riding a bike down a street,"['A woman in a pink hat and a navy blue coat riding a bicycle .', 'a woman wearing a pink cap riding a bicycle', 'A woman wearing black clothes , a purple scarf , and a pink hat is riding a bike .', 'a woman with glasses and a pink hat rides her bike .', 'The woman is wearing a pink hat and is riding a bike in the park .']"
523991446_65dbc5a4a5.jpg,a woman with long brown hair,"['a large woman dances .', 'A zaftig woman in a tube top and jeans dancing outdoors , with a guitarist behind her .', 'I woman in a red halter dances to guitar music .', 'The large dancer is slinging her hair around .', 'Woman flips her hair as she dances outdoors , band in background .']"
2805822564_6dee48e506.jpg,sand on the beach,"['A teenage girl running on a beach shouting , with an older man walking behind her .', 'a young child running along the shore at a beach', 'A young girl plays in the sand on a beach .', 'Child yelling and walking across sand , another figure and ocean in background .', 'The girl is running on the sand near the beach .']"
416106657_cab2a107a5.jpg,the dog is running,"['A fluffy white dog runs through the woods with his ears flapping in the breeze .', 'A small white dog is running across a grassy field .', 'A white dog runs in the grass ,', 'A white dog wearing a red harness runs though the woods .', 'The little white dog wearing the red collar is running in the grass .']"
98377566_e4674d1ebd.jpg,the dog is brown and white,"['Two brown and white dogs lift their ears and look through a fence .', 'Two little dogs looking out of their cage .', 'Two small dogs are in a cage outside .', 'Two small dogs in a cage .', 'Two white and brown dogs up against a fence .']"
3676788491_01e9bc5f15.jpg,a man standing in front of a house,"['A dark skinned man standing outside a small yellow building which is setup to sell items .', 'A man is standing outside a yellow building .', 'A man is standing outside of a yellow building .', 'A man standing in front of a yellow building', 'The man is standing next to a yellow building with a blue window .']"
3632842482_482f29e712.jpg,two dogs laying on a bed,"['A brown dog in a Superman shirt is laying on a blue blanket .', 'A brown dog is laying down whilst wearing a superman shirt .', 'A dog in a "" superman "" shirt sleeps on a blanket .', 'A dog wearing a t-shirt is lying down .', 'The brown dog with a superman shirt on sleeps on a blue blanket .']"
2646116932_232573f030.jpg,the boy is wearing a striped shirt,"['A boy hiding behind a tree', 'A boy in a striped t-shirt is standing by a tree in front of the picnic tables .', 'A little boy in a striped shirt is standing behind a tree .', 'A young boy in a striped shirt is leaning against a tree while another child sits at a picnic table .', 'Two boys in a park , one standing near a tree and one sitting at a picnic table with the playground behind them .']"
2460799229_ce45a1d940.jpg,the people are in the water,"['asian boys play on a raft in a lake', 'The three boys who are wearing life jackets are looking into the water .', 'Three boys in life jackets float on a raft .', 'Three boys wearing life jackets are on top of innertube in the water .', 'Three boys wearing yellow lifevests on a raft on the water .']"
1448511770_1a4a9c453b.jpg,the sky is clear and blue,"['A Jack Russell Terrier is measured for distance jumping as he tries to catch a Frisbee .', 'A small dog is jumping high in the air to catch a Frisbee in front of some bleachers', 'A white dog catches a Frisbee in a jumping pool .', 'a white dog jumping in the air to catch a Frisbee', 'a white dog jumps really high to get his fribee .']"
246508774_1e9885f1b7.jpg,a group of people in a field,"['A group at an outdoor party includes a man wearing camouflage pants with neon orange boots and suspenders .', 'A group of people are standing together outside .', 'A man with orange boots stands with a few other people .', 'The girl min the pink top is looking at the man who is wearing orange boots and patterned pants .', 'There is a woman in a pink shirt holding a can and three other men .']"
413737417_b0a8b445e9.jpg,the ground is rocky,"['A group camps in a desolate area .', 'A group of people are camping out on some rocks .', 'A small group of people stands in a rocky field surrounded by camping equipment and patches of snow .', 'People with camping equipment on rocky ground .', 'three cold men set down their supplies in a ditch .']"
3240094420_a9eea11d39.jpg,three women posing for a picture,"['A group of asian women standing together for photo .', 'Four Asian women pose for a picture .', 'Four people with black hair pose for a picture with windows in the background .', 'Four women , two with id badges .', 'Four young Asian women are posing in front of a window']"
576093768_e78f91c176.jpg,a group of people standing around a living room,"['Four boys are in the living room talking .', 'Four boys are shown in a house playing and all wear t-shirts .', 'several young boys looking into a computer monitor', 'Three boys look at a laptop computer while a four talks on the phone .', 'three boys stand by a computer .']"
1777816180_08d7e8063b.jpg,a young boy sitting on a rock,"['a boy prepares a jump off a rock .', 'A boy wearing blue walks across some rocks .', 'A small boy wearing blue balances as he walks on a large rock .', 'A toddler in blue clothes is balancing on a rock .', 'The little boy walks carefully down the rocks holding his arms out to balance himself .']"
3510219078_670b6b3157.jpg,a dog chasing a cat,"['A black dog and a brown and white dog running and playing .', 'A black dog chasing a brown and white dog very quickly over a lawn .', 'A black dog is chasing a brown and white dog across the grass .', 'Two dogs play in the park .', 'Two dogs run in a field .']"
3091912922_0d6ebc8f6a.jpg,a dog playing with a ball,"['A dog runs holding a yellow dog toy in fall , bench in the background .', 'A dog runs with a yellow toy in its mouth .', 'a tan dog running through the grass with a toy in his mouth .', 'The brown dog is running through the grass with a yellow toy in its mouth .', 'The tan colored dog has a yellow toy in its mouth .']"
3647170476_0fd71a4c9f.jpg,a group of people walking on a boardwalk,"['A group of children and their gaurdian walk on the boardwalk and eat ice cream .', 'A woman and children with their ice cream cones .', 'A woman with four children are eating ice cream cones .', 'Family enjoying ice cream on the boardwalk .', 'The woman is walking with her children all holding ice cream cones .']"
1517721825_10176d0683.jpg,rocks in the water,"['A brown , black , and tan dog run in the ocean .', 'Three dogs run into the water .', 'Three dogs running through water .', 'Three dogs run through surf , near rocky outcrop .', 'Three dogs run through the water near the rocks and make splashes .']"
929679367_ff8c7df2ee.jpg,a dog playing with a tennis ball,"['A beagle is playing with a tennis ball .', 'A puppy dog is playing with a tennis ball .', 'A puppy is playing with a tennis ball on a well-kept path lined with groomed bushes .', 'A puppy plays with a tennis ball on a stone path .', 'A white-footed beagle plays with a tennis ball on a garden path .']"
3553476195_fb3747d7c1.jpg,the dog is black,"['Two black dogs are fighting over a toy', 'Two black dogs are playing tug-of-war with an orange toy .', 'Two black dogs are playing with an orange stuffed dog toy .', 'Two black dogs are tugging at an orange toy that is between them .', 'Two black dogs fighting over an orange toy .']"
318070878_92ead85868.jpg,a woman carrying a child on a beach,"['A girl in colorful clothes on the beach', 'A girl in gold and purple is holding a rainbow afghan .', 'A girl with colorful clothes is holding colorful scarfs .', 'A young woman carries a lot of colorful scarves on the beach .', 'Woman walking on the beach selling woven items .']"
3562282690_cd2a95fe9e.jpg,a dog running on the beach,"['A black and white dog running on the beach while a man stands behind it .', 'A dog running on the beach while a man watches .', 'A dog running toward the camera with a man in the background', 'A dog running at the beach with a man looking in the background .', 'The dog is happily running on the beach .']"
211277478_7d43aaee09.jpg,the truck is stuck in mud,"['A dirty jeep is stuck in the mud .', 'A Jeep goes off-roading in the woods with muddy trails making it dirty .', 'A muddy jeep driving through the forest .', 'A muddy truck in the woods .', 'The vehicle is driving through mud surrounded by pine trees .']"
2123932281_1a4fd38455.jpg,a little girl sitting at a table with a plate of food,"['A girl wearing a halter top eats cake at a table .', 'a little girl holds up her plate .', 'A little girl is eating cake and strawberries at a wooden table .', 'A young girl sits at a table and eats .', 'The little girl is eating outdoors .']"
3396043950_12783c5147.jpg,a group of people in a room,"['A boy wearing a white apron has is arms out in a communal darts and craft room whilst a boy in blue looks on .', 'A crowd of people gather for a meal indoors .', 'A room full of adults and children .', 'Children serving at a community dinner .', 'people in a school cafeteria with a boy in the foreground wearing yellow and brown stripes']"
3070031806_3d587c2a66.jpg,two dogs on the beach,"['A dog running on the sand by the beach while his owner looks at the other dogs on the beach .', 'A man and 4 dogs playing on the beach .', 'A man is standing at the shoreline on the beach with 4 dogs .', 'A man is standing in front of 4 dogs on the beach .', 'Man watching four dogs play on the beach']"
576075451_5e0f6facb3.jpg,two dogs playing in the snow,"['a black and white dog jumping in the air surrounded by snow', 'Black and white dog jumping up in the snow .', 'Dog jumping in the snow near a tree .', 'Shaggy little dog jumps in the snow .', 'The white and black dog leaped into the air and off the snowy ground .']"
3211199368_ca78387f72.jpg,a man sitting on a bench with a dog,"['a brown and white dog standing on the street wearing a hat , shirt and jeans .', 'A dog is dressed in a shirt and pants on the side of the road .', 'A dog is wearing jeans and a blue and yellow shirt with a black vehicle in the background .', 'A dog wearing jeans and a shirt stands on the sidewalk .', 'a dog wears jeans .']"
2261346505_302c67951d.jpg,people walking in the rain,"['A group of foreign people stand with umbrellas on the side of the street .', 'A group of people with clear umbrellas standing on the street .', 'People trying to stay dry with umbrellas in the city .', 'People walk in the rain with umbrellas .', 'Several people are walking on a rainy busy street in Asia with clear umbrellas .']"
2528547068_7d37479b9b.jpg,a red rally car,"['A race car drives through a dirt-covered racetrack .', 'A red car emitting smoke while on a paved track .', 'A red race car pulls off the track smoking .', 'A red race car travels down a road marked with red and white striped ribbons .', 'A red rally car taking a slippery turn in a race .']"
3172280520_e7655fb596.jpg,a man and two women posing for a picture,"['A bald man is posing with two smiling girls .', 'A guy and two girls are smiling at the camera .', 'A man in a red shirt stands with two woman wearing white and smiles .', 'A man with facial hair poses along with two girls with a city landscape behind them .', 'Two women and a man posing for a photograph .']"
399212516_d68046b277.jpg,a group of children holding american flags,"['A military man says hello to a group of children waving American flags .', 'a veteran in a brown uniform at a parade with children and American flags', 'Military official greets children who are waving American flags .', 'The man in the military uniform greets children waving American flags .', 'Young children waving American flags for a soldier']"
3303797949_339bb969ba.jpg,a boy playing basketball,"['A boy wearing a shirt with an American flag plays with a basketball on the blacktop .', 'A boy with a basketball .', 'A young boy playing basketball .', 'Boy with american flag shirt bounces basketball .', 'The boy dribbles the ball in the playground .']"
2942311160_a154104c62.jpg,blue sky with white clouds,"['A blue buggy is driving across the sand dunes .', 'A blue go cart in the dirt pointing downhill .', 'A dune buggy goes down a hill .', 'A dune buggy going down a sandy hill .', 'A dune buggy traveling on sand .']"
766346887_a9a9d0637a.jpg,two children playing on a slide,"['A boy and a girl go down a metal slide .', 'A boy and girl going down a metal slide .', 'A little girl and a little boy hold hands on a shiny slide .', 'Two children playing on a metal slide .', 'two children slide down a slide .']"
2406591500_403f145905.jpg,the boy is wearing a striped shirt,"['One young boy in a striped shirt is chasing another boy on a path through the jungle .', 'The children are walking on the path lined by trees .', 'Two boys are running on a path amoung green leafy trees .', 'Two boys run on a well maintained trail .', 'Two young children , one in striped top , running down pathway surrounded by ferns .']"
523692399_d2e261a302.jpg,a man on a skateboard doing a trick,"['A girl performs skateboarding tricks in an arena for skateboarders , while wearing a helmet .', 'A man wears a black helmet and is on a black skateboard .', 'A shirtless skateboarder .', 'A skateboarder wearing a grey helmet is riding his board along a concrete curve .', 'A view from the top of a skateboarder at the top of a ramp .']"
3191027142_33e86636ca.jpg,a man holding a sign,"['A man holding up a sign , surrounded by a lot of people .', 'A man holding up a sign with a crowd in the background .', 'a man holds a pro Judea protest sign at a protest rally', 'A man in a crowd holds a sign that says "" Those who blame Israel are hypocrites . ""', 'A man with a black coat carrying a pro Israel protest sign .']"
3545793128_af3af544dc.jpg,a crowd of people,"['A crowd of people gathered together and one woman is standing and holding a sign .', 'A group of fans gather for some type of event .', 'Asian crowd with attractive woman in foreground', 'Girl in a black and red shirt is standing up with a pole in her hand surrounded by people .', 'Young woman standing above a crowd .']"
350588129_6aef7b7fe2.jpg,a man standing next to a dog in a pool,"['A black dog is leaping into a swimming pool .', 'A black dog jumps into a swimming pool .', 'A dog jumps into a pool while someone watches from the side .', 'Black dog jumps in pool .', 'There is a black dog jumping into a swimming pool .']"
3440160917_4524cfd9f6.jpg,a little boy playing with a basket in the grass,"['A child in a green sweatshirt is collecting colored eggs', 'A small child is holding a basket of brightly colored Easter eggs and is picking up a pink one from the grass .', 'A young boy carrying a basket collects Easter eggs in the grass .', 'A young child is picking up Easter eggs in the grass .', 'The child is carrying a basket of colored eggs and bending over with an egg in his hand .']"
2369840118_a1c4240ab7.jpg,young boy holding a goat,"['a boy holds a goat in his arms .', 'A boy wearing a blue hood holds a baby animal and smiles .', 'A boy with a coat on his head holds a goat', 'The boy wearing the blue hooded top is holding a baby goat in his arms .', 'Young boy dressed in green holds baby goat in arms .']"
3477712686_8428614c75.jpg,a man and a little boy playing in the sand,"['Two boys wrestling in the sand while a man looks on', 'Two kids wrestle as a man observes', 'Two little boys brush dirt off each other as a man watches .', 'Two young boys wrestle in the sand while a man watches .', 'Two young boys wrestling while an adult male looks on .']"
2656987333_80dcc82c05.jpg,the horse is brown,"['A cowboy covers his head as a jumping horse tramples him .', 'A man in a cowboy hat being stepped on by a brown horse', 'A rider has fallen off a horse and is shielding himself from being trampled', 'Man with white cowboy hat on the ground behind a brown horse with both front legs off the ground .', 'Whoa ! The cowboy is underneath the hoofs of the brown horse and is getting stepped on .']"
2890057168_c712f932e0.jpg,a woman standing next to a little girl on the street,"['A couple with a small child is standing on a busy street .', 'A family is standing in front of a silver car in a metro area .', 'A family waits to cross a busy street .', 'The man in blue , woman in white , and child in blue stand before a silver car .', 'Two adults and a child wait to cross a street .']"
3415809168_af9dabdba5.jpg,two dogs running in the dirt,"['A dog is running while another dog behind it carries a tennis ball .', 'A dog runs with another dog in the background holding a ball in its mouth .', 'Two black and white dogs running in a field .', 'Two black and white dogs walking on dirt , one of which has a ball in its mouth .', 'Two dogs are running in the dirt , one with a ball in its mouth .']"
2837640996_0183db8d93.jpg,a man wearing a green shirt,"['A man talks on the phone with his feet up .', 'A man wearing a green t-shirt sits with his legs on a ledge and talks on the phone .', 'A man with his feet up using a telephone .', 'Seated man with red hat and green shirt is talking on the phone .', 'The man in the green t-shirt has his feet up whilst talking on a cellphone .']"
2986671935_0c60bbb3fa.jpg,a group of cyclists riding down a street,"['A group of bicyclists racing .', 'A group of bikers pedal along .', 'Men in a cluster during a bike race', 'Several bicyclists are riding in a race .', 'Several cyclists wearing different colors riding bikes on pavement .']"
465994762_1760e83c5d.jpg,the chain is silver,"['a brown dog jumps over a chain .', 'A dog jumps over a chain .', 'A dog leaping over a chain .', 'A greyhound jumps over a chain .', 'Brown dog leaps over a chain suspended over a gravel road .']"
3154293126_e52bd07524.jpg,the snow is white,"['A snowboarder flies through the air .', 'A snowboarder in midair', 'A snowboarder in midair , hovering over a snow ramp .', 'A snowboarder is leaping of a jump in the mountains .', 'a snowboarder jumps off of a ramp in the snowy mountains']"
3016726158_4d15b83b06.jpg,a woman wearing a white hat,"['The man wears a white hat and poses with a blonde woman and a black haired woman .', 'Three people are dressed for a costume party .', 'Three people dressed in costumes pose for the camera .', 'three people posing for the picture with big smiles and blood on the faces of two people', 'Three smiling people in various costumes .']"
2097403787_77a154f5b9.jpg,the mountain is rocky,"['a lone person standing on some rocks with large snowy mountains in the background .', 'A man is standing on the rocky ground in front of the mountain .', 'A man standing in front of an icy mountain .', 'The person is standing by the water in front of the snow topped mountains .', 'The traveller pauses in front of the mountain view .']"
2478929971_9eb6c074b6.jpg,a group of people standing around a tree,"['A girl dancing with four boys watching .', 'A group of boys and girls sit and talk together under a tree', 'A group of teenagers stand in a park .', 'Teenagers socializing in the shade .', 'The six kids are in the shade of a leafy green tree .']"
